CAMEO_Code,Country/Territory,Region,C/T,Edition,Status,PR rating,CL rating,A1,A2,A3,A,B1,B2,B3,B4,B,C1,C2,C3,C,Add Q,Add A,PR,D1,D2,D3,D4,D,E1,E2,E3,E,F1,F2,F3,F4,F,G1,G2,G3,G4,G,CL,Total
ESP,Spain,Europe,c,2015,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0.0,39,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
LKA,Sri Lanka,Asia,c,2015,PF,5,5,2,2,2,6,2,2,2,1,7,2,1,1,4,1,0.0,16,1,1,2,2,6,2,1,3,6,1,2,1,1,5,2,2,2,2,8,25,41
SDN,Sudan,Africa,c,2015,NF,7,7,1,1,0,2,1,0,1,1,3,1,0,0,1,4,0.0,2,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,4,6
SUR,Suriname,Americas,c,2015,F,2,2,4,4,4,12,4,4,3,2,13,4,2,2,8,0,0.0,33,3,4,4,4,15,4,4,3,11,2,1,3,2,8,3,2,3,2,10,44,77
SWE,Sweden,Europe,c,2015,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,3,4,4,15,4,4,4,12,4,4,4,4,16,4,4,4,4,16,59,99
CHE,Switzerland,Europe,c,2015,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0.0,39,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
SYR,Syria,Middle East,c,2015,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
TWN,Taiwan,Asia,c,2015,F,1,2,4,4,4,12,4,4,3,4,15,4,3,3,10,0,0.0,37,3,4,3,4,14,3,4,3,10,4,3,4,3,14,4,3,3,3,13,51,88
TJK,Tajikistan,Eurasia,c,2015,NF,6,6,0,1,1,2,1,0,1,1,3,1,0,1,2,0,0.0,7,1,1,1,2,5,1,1,1,3,1,1,0,1,3,1,1,1,1,4,15,22
TZA,Tanzania,Africa,c,2015,PF,3,3,3,3,3,9,3,3,3,3,12,3,2,2,7,0,0.0,28,2,3,3,2,10,2,3,2,7,2,3,2,2,9,3,2,2,2,9,35,63
THA,Thailand,Asia,c,2015,NF,6,5,0,0,1,1,1,1,1,1,4,0,2,1,3,0,0.0,8,1,3,1,1,6,1,1,2,4,1,1,1,2,5,3,2,3,2,10,25,33
TLS,Timor-Leste,Asia,c,2015,PF,3,3,4,4,3,11,3,3,3,3,12,2,2,2,6,0,0.0,29,2,3,4,3,12,3,3,2,8,1,1,3,2,7,3,2,2,2,9,36,65
TGO,Togo,Africa,c,2015,PF,4,4,1,2,2,5,2,2,2,2,8,2,1,2,5,0,0.0,18,2,3,2,2,9,1,2,3,6,2,2,2,1,7,2,2,1,2,7,29,47
TON,Tonga,Asia,c,2015,F,2,2,4,4,3,11,4,4,3,3,14,3,1,2,6,0,0.0,31,3,4,3,3,13,3,3,2,8,3,3,3,2,11,4,3,3,2,12,44,75
TTO,Trinidad and Tobago,Americas,c,2015,F,2,2,4,4,3,11,3,4,3,3,13,4,2,3,9,0,0.0,33,4,3,4,4,15,4,4,3,11,3,2,2,2,9,4,3,3,3,13,48,81
TUN,Tunisia,Africa,c,2015,F,1,3,4,4,4,12,4,4,4,4,16,3,2,3,8,0,0.0,36,3,3,3,4,13,4,3,3,10,2,2,3,2,9,3,2,4,2,11,43,79
TUR,Turkey,Europe,c,2015,PF,3,4,3,4,3,10,2,3,3,2,10,3,1,2,6,0,0.0,26,1,2,2,3,8,1,2,2,5,1,1,3,2,7,3,2,2,2,9,29,55
TKM,Turkmenistan,Eurasia,c,2015,NF,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,3,5,6
TUV,Tuvalu,Asia,c,2015,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0.0,37,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,3,14,57,94
UGA,Uganda,Africa,c,2015,NF,6,5,1,1,1,3,1,1,1,2,5,1,1,1,3,0,0.0,11,1,3,3,2,9,1,1,2,4,2,1,1,1,5,2,2,1,2,7,25,36
UKR,Ukraine,Eurasia,c,2015,PF,3,3,4,3,2,9,3,3,1,3,10,3,1,2,6,0,0.0,25,2,3,3,3,11,3,3,3,9,1,2,1,2,6,4,2,3,2,11,37,62
ARE,United Arab Emirates,Middle East,c,2015,NF,6,6,0,1,0,1,0,0,1,1,2,0,2,0,2,0,3.0,8,1,1,1,1,4,1,0,1,2,0,1,1,1,3,1,1,1,1,4,13,21
GBR,United Kingdom,Europe,c,2015,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,97
USA,United States,Americas,c,2015,F,1,1,4,4,3,11,4,4,4,4,16,3,4,3,10,0,0.0,37,4,4,4,3,15,4,4,3,11,4,4,3,3,14,4,4,4,3,15,55,92
URY,Uruguay,Americas,c,2015,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,3,4,4,15,4,4,4,3,15,58,98
UZB,Uzbekistan,Eurasia,c,2015,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3,4,4
VUT,Vanuatu,Asia,c,2015,F,2,2,3,3,3,9,4,4,4,3,15,4,2,2,8,0,0.0,32,3,4,4,4,15,4,4,3,11,2,2,3,3,10,4,3,2,2,11,47,79
VEN,Venezuela,Americas,c,2015,PF,5,5,2,2,1,5,1,1,1,3,6,1,0,1,2,0,0.0,13,1,3,2,2,8,1,1,1,3,1,0,1,1,3,2,1,3,2,8,22,35
VNM,Vietnam,Asia,c,2015,NF,7,5,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0.0,3,1,1,1,1,4,1,0,0,1,1,1,1,1,4,2,1,3,2,8,17,20
YEM,Yemen,Middle East,c,2015,NF,6,6,1,0,2,3,2,1,0,1,4,0,1,1,2,0,0.0,9,1,2,2,1,6,1,1,1,3,1,0,0,1,2,2,1,1,1,5,16,25
ZMB,Zambia,Africa,c,2015,PF,3,4,3,2,3,8,3,3,3,3,12,2,2,2,6,0,0.0,26,2,3,3,3,11,2,2,3,7,2,2,2,2,8,3,2,1,2,8,34,60
ZWE,Zimbabwe,Africa,c,2015,NF,5,6,1,1,1,3,2,2,1,1,6,1,1,1,3,0,0.0,12,1,2,1,2,6,1,1,1,3,1,0,0,1,2,2,1,1,1,5,16,28
AFG,Afghanistan,Asia,c,2014,NF,6,6,1,1,1,3,2,1,1,2,6,1,1,0,2,0,0.0,11,2,1,1,2,6,2,1,1,4,1,0,0,1,2,0,1,1,1,3,15,26
ALB,Albania,Europe,c,2014,PF,3,3,3,3,2,8,3,4,3,3,13,3,1,2,6,0,0.0,27,2,4,3,4,13,4,3,2,9,2,2,2,3,9,3,2,2,2,9,40,67
DZA,Algeria,Africa,c,2014,NF,6,5,1,2,1,4,1,1,1,1,4,1,1,1,3,0,0.0,11,1,1,2,2,6,1,2,2,5,1,1,1,2,5,2,2,2,1,7,23,34
AND,Andorra,Europe,c,2014,F,1,1,4,4,4,12,4,4,3,4,15,4,4,4,12,0,0.0,39,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,3,4,4,15,57,96
AGO,Angola,Africa,c,2014,NF,6,5,0,2,2,4,2,1,1,2,6,1,0,0,1,0,0.0,11,1,2,2,2,7,1,2,1,4,1,1,1,1,4,1,1,1,0,3,18,29
ARG,Argentina,Americas,c,2014,F,2,2,4,4,3,11,4,3,4,3,14,3,1,2,6,0,0.0,31,2,4,4,4,14,4,4,3,11,2,3,3,3,11,3,3,4,3,13,49,80
ARM,Armenia,Eurasia,c,2014,PF,5,4,1,2,2,5,2,1,1,2,6,1,1,1,3,0,0.0,14,1,2,2,3,8,2,2,2,6,1,1,2,2,6,3,2,2,2,9,29,43
AUS,Australia,Asia,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0.0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,97
AUT,Austria,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0.0,38,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,96
AZE,Azerbaijan,Eurasia,c,2014,NF,6,6,0,0,1,1,1,0,1,1,3,1,1,0,2,0,0.0,6,0,1,1,2,4,0,1,1,2,1,1,1,1,4,2,1,2,1,6,16,22
BHS,Bahamas,Americas,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0.0,38,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,96
BHR,Bahrain,Middle East,c,2014,NF,6,6,0,2,1,3,1,1,0,0,2,1,2,0,3,2,0.0,6,0,1,0,1,2,0,0,1,1,0,1,0,0,1,1,2,2,1,6,10,16
BGD,Bangladesh,Asia,c,2014,PF,3,4,3,3,3,9,3,2,2,3,10,2,1,2,5,0,0.0,24,2,2,2,2,8,2,2,2,6,2,1,2,1,6,3,2,2,2,9,29,53
BRB,Barbados,Americas,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,3,4,15,59,99
BLR,Belarus,Eurasia,c,2014,NF,7,6,0,0,0,0,1,0,1,1,3,0,1,0,1,0,0.0,4,1,1,0,1,3,0,1,0,1,0,1,0,0,1,1,1,2,1,5,10,14
BEL,Belgium,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,97
BLZ,Belize,Americas,c,2014,F,1,2,4,4,4,12,4,4,4,2,14,4,2,4,10,0,0.0,36,3,4,4,4,15,3,4,4,11,3,3,3,3,12,4,3,3,3,13,51,87
BEN,Benin,Africa,c,2014,F,2,2,3,3,2,8,4,4,4,4,16,3,2,3,8,0,0.0,32,3,4,4,4,15,3,4,4,11,3,3,3,3,12,3,3,2,2,10,48,80
BTN,Bhutan,Asia,c,2014,PF,3,4,3,4,3,10,3,4,2,1,10,3,3,3,9,1,0.0,28,2,2,2,3,9,2,1,1,4,3,1,1,1,6,2,2,2,2,8,27,55
BOL,Bolivia,Americas,c,2014,PF,3,3,4,4,3,11,3,2,3,3,11,3,2,2,7,0,0.0,29,2,4,4,4,14,3,3,3,9,1,1,2,2,6,3,2,2,2,9,38,67
BIH,Bosnia and Herzegovina,Europe,c,2014,PF,3,3,3,3,2,8,3,3,2,2,10,2,2,2,6,0,0.0,24,2,3,2,3,10,3,2,2,7,3,2,3,2,10,3,2,3,2,10,37,61
BWA,Botswana,Africa,c,2014,F,3,2,3,4,3,10,3,2,3,2,10,3,3,2,8,0,0.0,28,3,4,3,3,13,4,4,2,10,3,3,3,3,12,3,3,2,3,11,46,74
BRA,Brazil,Americas,c,2014,F,2,2,4,3,4,11,4,4,3,3,14,3,2,3,8,0,0.0,33,3,4,4,4,15,3,4,3,10,3,2,2,3,10,4,3,3,3,13,48,81
BRN,Brunei,Asia,c,2014,NF,6,5,0,0,0,0,1,0,1,1,3,0,2,1,3,0,1.0,7,1,1,2,2,6,1,1,1,3,1,2,2,1,6,2,2,2,2,8,23,30
BGR,Bulgaria,Europe,c,2014,F,2,2,4,3,3,10,4,4,3,3,14,4,2,1,7,0,0.0,31,3,3,4,4,14,4,4,3,11,3,2,3,3,11,4,2,3,2,11,47,78
BFA,Burkina Faso,Africa,c,2014,PF,5,3,1,2,2,5,2,1,2,3,8,1,1,2,4,0,0.0,17,2,4,3,4,13,2,3,3,8,1,2,2,2,7,3,2,1,2,8,36,53
BDI,Burundi,Africa,c,2014,PF,5,5,1,1,2,4,1,1,1,3,6,1,0,1,2,0,0.0,12,1,3,2,2,8,1,2,1,4,1,1,1,1,4,2,2,1,1,6,22,34
KHM,Cambodia,Asia,c,2014,NF,6,5,1,1,1,3,1,1,1,1,4,1,1,1,3,0,0.0,10,1,3,2,3,9,1,1,1,3,0,0,1,1,2,2,1,2,1,6,20,30
CMR,Cameroon,Africa,c,2014,NF,6,6,1,1,1,3,1,0,1,1,3,1,1,0,2,0,0.0,8,1,2,2,2,7,1,1,1,3,0,1,1,0,2,1,1,1,1,4,16,24
CAN,Canada,Americas,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0.0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,98
CAF,Central African Republic,Africa,c,2014,NF,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,0,1,0,2,1,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,6,6
TCD,Chad,Africa,c,2014,NF,7,6,1,1,1,3,1,0,0,0,1,1,0,0,1,0,0.0,5,1,1,3,2,7,1,1,2,4,0,1,1,0,2,1,1,0,1,3,16,21
CHL,Chile,Americas,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0.0,39,4,4,4,4,16,3,4,4,11,4,4,3,3,14,4,4,4,3,15,56,95
CHN,China,Asia,c,2014,NF,7,6,0,0,0,0,0,0,0,1,1,0,1,1,2,1,0.0,2,1,0,1,2,4,1,1,1,3,1,1,0,0,2,1,1,2,2,6,15,17
COL,Colombia,Americas,c,2014,PF,3,4,4,3,3,10,3,3,2,3,11,3,2,2,7,0,0.0,28,2,4,3,3,12,2,2,1,5,3,1,1,2,7,3,2,3,2,10,34,62
COM,Comoros,Africa,c,2014,PF,3,4,3,3,3,9,3,3,3,2,11,3,1,1,5,0,0.0,25,2,2,3,3,10,2,2,2,6,2,2,2,2,8,2,2,1,1,6,30,55
CRI,Costa Rica,Americas,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0.0,37,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,90
HRV,Croatia,Europe,c,2014,F,1,2,4,4,4,12,4,4,4,3,15,4,2,3,9,0,0.0,36,3,3,4,4,14,4,4,4,12,3,3,3,2,11,4,3,3,3,13,50,86
CUB,Cuba,Americas,c,2014,NF,7,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,1,0,2,0,1,3,0,0,0,0,0,1,0,1,2,1,1,3,1,6,11,12
CYP,Cyprus,Europe,c,2014,F,1,1,4,4,3,11,4,4,4,4,16,3,3,4,10,0,0.0,37,4,4,3,4,15,3,4,4,11,4,4,4,3,15,3,4,4,3,14,55,92
CZE,Czech Republic,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,3,3,4,10,0,0.0,37,4,4,4,4,16,4,4,4,12,3,4,4,3,14,4,4,4,3,15,57,94
DNK,Denmark,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,4,15,58,98
DJI,Djibouti,Africa,c,2014,NF,6,5,1,1,1,3,1,0,1,1,3,1,1,1,3,0,0.0,9,1,2,2,2,7,0,1,2,3,0,2,1,1,4,2,2,1,1,6,20,29
DMA,Dominica,Americas,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0.0,38,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,3,4,15,57,95
DOM,Dominican Republic,Americas,c,2014,F,2,3,4,3,3,10,4,3,3,1,11,4,2,3,9,0,0.0,30,3,4,4,4,15,3,4,3,10,3,2,2,1,8,3,3,2,2,10,43,73
ECU,Ecuador,Americas,c,2014,PF,3,3,3,3,1,7,3,2,3,3,11,3,1,2,6,0,0.0,24,1,4,4,4,13,2,2,3,7,1,1,2,2,6,3,2,3,2,10,36,60
EGY,Egypt,Africa,c,2014,NF,6,5,0,0,1,1,2,1,1,2,6,0,1,1,2,0,0.0,9,1,1,1,3,6,1,1,2,4,2,0,1,1,4,3,2,2,1,8,22,31
SLV,El Salvador,Americas,c,2014,F,2,3,4,4,4,12,4,4,3,3,14,3,3,3,9,0,0.0,35,3,4,4,4,15,3,3,2,8,3,2,2,2,9,4,2,2,2,10,42,77
GNQ,Equatorial Guinea,Africa,c,2014,NF,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1,0,2,1,1,4,0,0,0,0,0,0,0,0,0,1,1,1,0,3,7,8
ERI,Eritrea,Africa,c,2014,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3
EST,Estonia,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0.0,39,4,4,4,4,16,4,4,4,12,4,3,4,3,14,4,4,3,3,14,56,95
SWZ,Eswatini,Africa,c,2014,NF,7,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,1,1,3,2,2,8,0,1,1,2,2,1,1,1,5,1,1,1,1,4,19,20
ETH,Ethiopia,Africa,c,2014,NF,6,6,0,0,1,1,0,0,1,1,2,1,2,1,4,0,0.0,7,0,2,1,0,3,0,0,0,0,1,1,0,1,3,2,1,1,1,5,11,18
FJI,Fiji,Asia,c,2014,PF,6,4,0,0,0,0,1,1,1,2,5,0,2,0,2,0,0.0,7,2,3,3,3,11,1,1,1,3,2,1,1,2,6,3,3,2,2,10,30,37
FIN,Finland,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
FRA,France,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0.0,38,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,95
GAB,Gabon,Africa,c,2014,NF,6,5,0,1,1,2,1,1,1,1,4,1,1,1,3,0,0.0,9,1,3,3,3,10,1,1,2,4,1,2,2,1,6,2,1,1,1,5,25,34
GEO,Georgia,Eurasia,c,2014,PF,3,3,3,3,2,8,3,3,2,2,10,3,2,2,7,0,0.0,25,2,2,4,4,12,3,3,2,8,2,2,2,2,8,3,2,3,2,10,38,63
DEU,Germany,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0.0,39,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
GHA,Ghana,Africa,c,2014,F,1,2,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0.0,37,3,3,4,4,14,4,4,3,11,3,3,3,3,12,3,3,2,2,10,47,84
GRC,Greece,Europe,c,2014,F,2,2,4,4,4,12,4,4,4,3,15,3,2,3,8,0,0.0,35,3,3,4,4,14,3,4,4,11,3,3,2,2,10,4,3,3,3,13,48,83
GRD,Grenada,Americas,c,2014,F,1,2,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0.0,38,3,4,4,4,15,4,4,3,11,3,3,3,3,12,4,3,3,3,13,51,89
GTM,Guatemala,Americas,c,2014,PF,3,4,3,3,3,9,3,3,2,2,10,2,2,1,5,0,0.0,24,2,4,3,3,12,2,2,2,6,2,2,1,1,6,3,2,2,1,8,32,56
GIN,Guinea,Africa,c,2014,PF,5,5,3,1,2,6,2,2,2,2,8,1,1,1,3,0,0.0,17,1,3,2,3,9,1,3,2,6,1,1,1,1,4,1,2,1,1,5,24,41
GNB,Guinea-Bissau,Africa,c,2014,NF,6,5,0,1,2,3,2,1,0,2,5,1,0,0,1,0,0.0,9,1,3,3,3,10,1,2,2,5,1,0,0,2,3,2,1,1,1,5,23,32
GUY,Guyana,Americas,c,2014,F,2,3,4,4,3,11,4,4,3,2,13,4,1,2,7,0,0.0,31,3,4,4,4,15,3,4,3,10,2,2,1,2,7,3,2,2,2,9,41,72
HTI,Haiti,Americas,c,2014,PF,4,5,2,1,1,4,3,1,2,3,9,2,1,2,5,0,0.0,18,2,3,2,3,10,2,1,2,5,1,1,1,1,4,2,2,2,0,6,25,43
HND,Honduras,Americas,c,2014,PF,4,4,2,3,2,7,3,3,1,2,9,1,2,1,4,0,0.0,20,1,4,3,3,11,2,2,2,6,1,1,1,2,5,3,2,2,2,9,31,51
HUN,Hungary,Europe,c,2014,F,1,2,4,4,4,12,4,4,4,3,15,4,3,2,9,0,0.0,36,3,4,4,4,15,4,4,4,12,2,3,3,3,11,4,4,3,3,14,52,88
ISL,Iceland,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
IND,India,Asia,c,2014,F,2,3,4,4,3,11,4,4,3,3,14,4,2,3,9,0,0.0,34,3,3,3,4,13,4,4,3,11,3,2,2,2,9,3,3,2,2,10,43,77
IDN,Indonesia,Asia,c,2014,PF,2,4,4,4,3,11,4,4,3,2,13,3,1,2,6,0,0.0,30,3,1,4,4,12,2,3,3,8,2,1,1,1,5,3,2,2,2,9,34,64
IRN,Iran,Middle East,c,2014,NF,6,6,1,1,1,3,0,1,0,1,2,1,0,1,2,0,0.0,7,0,0,1,1,2,0,0,1,1,1,1,0,1,3,1,1,1,1,4,10,17
IRQ,Iraq,Middle East,c,2014,NF,5,6,2,2,3,7,2,2,0,1,5,1,0,0,1,1,0.0,12,1,1,1,2,5,1,2,1,4,0,0,0,0,0,1,1,1,1,4,13,25
IRL,Ireland,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0.0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,4,15,58,97
ISR,Israel,Middle East,c,2014,F,1,2,4,4,4,12,3,4,4,3,14,4,3,3,10,0,0.0,36,2,3,3,4,12,4,3,4,11,4,3,2,2,11,3,3,3,2,11,45,81
ITA,Italy,Europe,c,2014,F,1,1,4,4,4,12,4,4,3,4,15,4,3,3,10,0,0.0,37,3,4,4,4,15,4,4,4,12,3,3,3,3,12,4,3,4,3,14,53,90
JAM,Jamaica,Americas,c,2014,F,2,3,4,4,4,12,4,4,2,3,13,4,3,2,9,0,0.0,34,4,4,4,3,15,3,3,3,9,2,2,1,1,6,3,2,2,3,10,40,74
JPN,Japan,Asia,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0.0,37,3,4,3,4,14,4,4,3,11,4,4,4,3,15,4,3,3,3,13,53,90
JOR,Jordan,Middle East,c,2014,NF,6,5,0,1,1,2,2,1,1,2,6,0,2,1,3,0,0.0,11,1,2,2,2,7,1,1,1,3,2,1,1,2,6,2,2,2,2,8,24,35
KAZ,Kazakhstan,Eurasia,c,2014,NF,6,5,1,0,1,2,1,0,1,1,3,0,1,0,1,0,0.0,6,0,1,2,1,4,1,1,1,3,1,1,1,1,4,2,2,2,2,8,19,25
KEN,Kenya,Africa,c,2014,PF,4,4,2,3,2,7,3,3,2,2,10,2,1,2,5,0,0.0,22,2,2,4,3,11,3,2,2,7,2,1,1,2,6,2,1,2,2,7,31,53
KIR,Kiribati,Asia,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,2,2,8,0,0.0,36,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,3,3,3,13,55,91
KWT,Kuwait,Middle East,c,2014,PF,5,5,0,1,1,2,2,2,3,2,9,2,1,2,5,0,0.0,16,1,2,2,1,6,1,2,1,4,1,2,2,2,7,2,1,2,1,6,23,39
KGZ,Kyrgyzstan,Eurasia,c,2014,PF,5,5,2,2,2,6,2,2,1,1,6,1,1,2,4,2,0.0,14,2,1,3,3,9,2,1,2,5,1,1,1,1,4,2,2,2,1,7,25,39
LAO,Laos,Asia,c,2014,NF,7,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,0,2,1,1,4,0,0,0,0,0,0,1,1,2,1,1,2,1,5,11,12
LVA,Latvia,Europe,c,2014,F,2,2,4,4,4,12,4,4,3,3,14,3,2,2,7,0,0.0,33,3,4,4,4,15,4,4,4,12,3,3,3,3,12,4,3,3,2,12,51,84
LBN,Lebanon,Middle East,c,2014,PF,5,4,1,1,2,4,3,3,1,2,9,1,1,1,3,0,0.0,16,2,3,3,3,11,2,3,2,7,1,2,1,1,5,3,2,2,2,9,32,48
LSO,Lesotho,Africa,c,2014,F,2,3,3,4,3,10,4,3,3,3,13,3,2,3,8,0,0.0,31,2,4,4,4,14,2,3,2,7,3,3,3,2,11,3,2,2,2,9,41,72
LBR,Liberia,Africa,c,2014,PF,3,4,3,3,3,9,3,3,2,3,11,2,2,2,6,0,0.0,26,2,2,3,3,10,3,3,2,8,2,1,2,2,7,2,2,2,2,8,33,59
LBY,Libya,Africa,c,2014,PF,4,5,3,3,3,9,3,3,1,2,9,1,0,2,3,0,0.0,21,2,1,2,3,8,2,3,0,5,1,0,0,0,1,1,2,2,1,6,20,41
LIE,Liechtenstein,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0.0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,98
LTU,Lithuania,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,2,3,9,0,0.0,37,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,90
LUX,Luxembourg,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0.0,39,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,99
MDG,Madagascar,Africa,c,2014,PF,5,4,2,2,2,6,2,2,2,2,8,0,1,0,1,0,0.0,15,1,2,3,3,9,1,3,3,7,1,1,1,2,5,3,1,1,2,7,28,43
MWI,Malawi,Africa,c,2014,PF,3,4,3,3,2,8,3,2,3,3,11,3,2,2,7,0,0.0,26,2,3,3,3,11,2,2,3,7,3,2,2,2,9,2,2,1,2,7,34,60
MYS,Malaysia,Asia,c,2014,PF,4,4,2,2,2,6,2,2,2,1,7,2,2,2,6,0,0.0,19,2,1,2,3,8,2,2,2,6,1,2,1,1,5,3,3,2,1,9,28,47
MDV,Maldives,Asia,c,2014,PF,4,4,2,3,2,7,2,3,1,1,7,2,2,1,5,0,0.0,19,2,1,2,2,7,2,3,2,7,1,2,2,2,7,2,2,2,2,8,29,48
MLI,Mali,Africa,c,2014,PF,5,4,2,2,2,6,2,2,1,2,7,1,2,1,4,0,0.0,17,2,3,3,3,11,2,2,2,6,2,2,1,1,6,1,1,1,1,4,27,44
MLT,Malta,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0.0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,4,15,58,97
MHL,Marshall Islands,Asia,c,2014,F,1,1,4,3,4,11,3,4,4,4,15,4,3,3,10,0,0.0,36,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,3,3,3,13,55,91
MRT,Mauritania,Africa,c,2014,NF,6,5,1,1,1,3,1,1,0,1,3,1,2,2,5,0,0.0,11,2,2,3,3,10,1,1,2,4,1,1,1,1,4,2,2,1,0,5,23,34
MUS,Mauritius,Africa,c,2014,F,1,2,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0.0,38,3,4,4,4,15,4,4,4,12,3,4,3,3,13,4,3,3,2,12,52,90
MEX,Mexico,Americas,c,2014,PF,3,3,3,3,3,9,3,4,2,3,12,2,2,3,7,0,0.0,28,2,4,4,3,13,3,3,2,8,2,1,1,2,6,3,2,3,2,10,37,65
